Spoken Text,Formula ID,Latex,Audio Path,Spoken Text Version,Transcribed Text,LLM Predicted Latex,Similarity Score
"T equals delta bar minus 539, all over sigma divided by the square root of n.",777,t = \frac{{\bar \delta} - 539}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f777.mp3,1,"T == Δ bar − 23, all over standard deviation divided by the square root of n","\[
T = \frac{\bar{\Delta} - 23}{\frac{\sigma}{\sqrt{n}}}
\]",
"T equals gamma bar minus 310, all over sigma divided by the square root of n.",778,t = \frac{{\bar \gamma} - 310}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f778.mp3,1,t == Gamma bar −23. All over standard deviation divided by the square root of n,"\begin{equation}
t = \frac{\overline{X} - \mu}{s/\sqrt{n}}
\end{equation}",
"T equals the average of c minus 753, divided by the standard deviation over the square root of n.",779,t = \frac{{\bar c} - 753}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f779.mp3,1,t == C bar −23. All over standard deviation divided by the square root of n,t = \frac{\bar{C} - 23}{s / \sqrt{n}},
"T equals Z bar minus 920, all over sigma divided by the square root of n.",780,t = \frac{{\bar z} - 920}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f780.mp3,1,T == Z bar −23. All over standard deviation divided by the square root of n,"\[
T = \frac{\overline{Z} - 23}{\frac{\sigma}{\sqrt{n}}}
\]",
"T equals beta bar minus one hundred, all over sigma divided by the square root of n.",781,t = \frac{{\bar \beta} - 100}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f781.mp3,1,t == β bar − 23. All over standard deviation divided by the square root of n,t = \frac{\bar{\beta} - 23}{\frac{\text{standard deviation}}{\sqrt{n}}},
"Chi square equals the sum of the square of the difference between observed and expected values, divided by the expected value.",782,\chi^2 = \sum \frac{({observed}-{expected})^2}{{expected}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f782.mp3,1,Chi-square equals the sum of the square of the difference between observed and expected values. Divided by the expected value,\chi^2 = \sum \dfrac{(O_i - E_i)^2}{E_i},
"F of b, beta equals the double integral from zeta to eta of f of y, delta with respect to eflon and zeta.",783,"F(b, \beta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(y,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f783.mp3,1,f of b . β equals the double integral from zeta to aeta of f of y . δ with respect to f ln and zeta . β is the double integral from zeta to aeta of y,"f(b,\beta) = \iint_{\zeta}^{\eta} f(y,\delta) \, dy \, d\eta, \quad \beta = \iint_{\zeta}^{\eta} y \, d\zeta",
"F of delta, c equals the double integral from zeta to eta of f of zeta, delta with respect to ehlon and zeta.",784,"F(\delta, c) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\zeta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f784.mp3,1,f of δ c is the double integral from ζ to η of ζ . Δ with respect to ln and ζ . ln f of δ c is the,"f(\delta,c) = \iint\limits_{\zeta}^{\eta} \zeta \cdot \Delta \, d\ln \zeta \quad \text{and} \quad \ln f(\delta,c)={}",
"F of z, beta equals the double integral from zeta to eta of f of eta, delta with respect to epsilon and zeta.",785,"F(z, \beta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\eta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f785.mp3,1,z. β equals the double integral from zeta to eta of f of eta. Δ with respect to ε and zeta,"z \cdot \beta = \iint_{\zeta}^{\eta} f(\eta) \, \Delta \, d\epsilon \, d\zeta",
"F of y, eta equals the double integral from zeta to eta of f of eta, delta with respect to ehlon and zeta.",786,"F(y, \eta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\eta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f786.mp3,1,F of y. aeta equals the double integral from zeta to eta of F of eta. Delta with respect to ln and zeta,\[ F(y)_{\eta} = \iint\limits_{\zeta}^{\eta} F(\eta)_{\Delta} d\ln d\zeta \],
"F of c, b equals the double integral from zeta to eta of f of epsilon, delta with respect to eflon and zeta.",787,"F(c, b) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\epsilon,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f787.mp3,1,f c b == The double integral from zeta to eta of f of ε. Delta with respect to f-lon and zeta,"f(c,b) = \iint_{\zeta}^{\eta}f(\varepsilon, \Delta) \, d\varepsilon \, d\zeta",
"F of c, b equals the double integral from zeta to eta of f of c, delta with respect to eglon and zeta.",788,"F(c, b) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(c,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f788.mp3,1,f c b == The double integral from zeta to eta of f of c. Delta with respect to Eglon and zeta,"\[
fcb = \iint_{\zeta}^{\eta} f(c, \Delta) \, dEglon \, d\zeta
\]",
"F of epsilon, alpha equals the double integral from zeta to eta of f of z, delta with respect to ehlon and zeta.",789,"F(\epsilon, \alpha) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(z,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f789.mp3,1,f ε α == The double integral from zeta to eta of f of z. Delta with respect to ln and zeta,\alpha = \iint\limits_{\zeta}^{\eta} f(z) \Delta \ln(\zeta) \textrm{ d}z,
"F of b, b equals the double integral from zeta to eta of f of z, delta with respect to ehlon and zeta.",790,"F(b, b) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(z,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f790.mp3,1,F b b equals the double integral from zeta to eta of F of z Δ with respect to ln and zeta e n 2 2 2 f z 2 2 e n 4 4 4 4 4 4 4 4 4 4,"\int_{\zeta}^{\eta} F(z) \, \Delta \, d\ln(z) = \int_{\zeta}^{\eta} e^{n^2} \, 2^{2} \, f(z) \, 2^{2} \, e^{n^4} \, 4^{4} \, d\zeta \, 4^{4}",
"F of delta, delta equals the double integral from zeta to eta of f of delta, delta with respect to epsilon and zeta.",791,"F(\delta, \delta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\delta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f791.mp3,1,◆ F Δ elét f Δ ε Δ Should ? Just lég δ,"\begin{equation}
F = \Delta \cdot \text{elét} \cdot f \cdot \Delta \cdot \varepsilon \cdot \Delta
\end{equation}",
"F of c, beta equals the double integral from zeta to eta of f of beta, delta with respect to eglon and zeta.",792,"F(c, \beta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\beta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f792.mp3,1,f c . β == The double integral from zeta to eta of f of beta. Δ with respect to eglon and zeta,"\[f(c \cdot \beta) = \iint\limits_{\zeta}^{\eta} f(\beta) \, \Delta \, d\zeta d\egl\]",
"F of x, zeta equals the double integral from zeta to eta of f of gamma, delta with respect to eflon and zeta.",793,"F(x, \zeta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\gamma,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f793.mp3,1,f of x z {\displaystyle f of x.zeta equals the double integral from zeta to eta of f of gamma. delta with respect to f-lon and zeta,"f(x,z) = \iint\limits_{\zeta}^{\eta} f(\gamma, \delta) \, d\gamma \, d\zeta",
"F of b, x equals the double integral from zeta to eta of f of y, delta with respect to epsilon and zeta.",794,"F(b, x) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(y,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f794.mp3,1,f of B x equals the double integral from zeta to eta of f of y delta with respect to epsilon and zeta,"f(B,x) = \iint_{\zeta}^{\eta} f(y) \delta \, d\epsilon \, d\zeta",
"F of x, zeta equals the double integral from zeta to eta of f of zeta, delta with respect to epsilon and zeta.",795,"F(x, \zeta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\zeta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f795.mp3,1,f of x z {\displaystyle f of x.zeta equals the double integral from zeta to eta of f of zeta.Delta with respect to epsilon and zeta,"f(x,z) = \iint_{\zeta}^{\eta} f(\zeta,\Delta) \, d\epsilon \, d\zeta",
"F of a, x equals the double integral from zeta to eta of f of epsilon, delta with respect to ehlon and zeta.",796,"F(a, x) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\epsilon,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f796.mp3,1,F of a. x equals the double integral from θ to εaeta of F of ε. Δ with respect to ln and θ,"\[
F(a,x) = \iint_{\theta}^{a\eta} F(\epsilon, \Delta)\, d\ln\epsilon\, d\theta
\]",
"F of alpha, a equals the double integral from zeta to eta of f of alpha, delta with respect to eglon and zeta.",797,"F(\alpha, a) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\alpha,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f797.mp3,1,f of α a equals the double integral from zeta to a d f of α,"\[ f(\alpha, a) = \int_{\zeta}^{a} \int df(\alpha) \, da \]",
"F of c, z equals the double integral from zeta to eta of f of delta, delta with respect to epsilon and zeta.",798,"F(c, z) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\delta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f798.mp3,1,f c z {\displaystyle f of c.z equals the double integral from zeta to eta of f of delta.Delta with respect to epsilon and zeta,"f(c,z) = \iint_{\zeta}^{\eta} f(\delta, \Delta) \, d\epsilon \, dzeta",
"F of z, epsilon equals the double integral from zeta to eta of f of delta, delta with respect to eglon and zeta.",799,"F(z, \epsilon) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\delta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f799.mp3,1,f of z ε equals the double integral from zeta to eta of f of delta. Delta with respect to Eglon and zeta,"$f(z) = \iint\limits_{\zeta}^{\eta} f(\delta)\, d\delta\, d\zeta$",
"F of alpha, y equals the double integral from zeta to eta of f of beta, delta with respect to epsilon and zeta.",800,"F(\alpha, y) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\beta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f800.mp3,1,f of α y == The double integral from zeta to eta of f of β δ with respect to ε and zeta,"f(\alpha y) = \iint_{\zeta}^{\eta} f(\beta \delta) \, d\epsilon d\zeta",
"F of epsilon, z equals the double integral from zeta to eta of f of alpha, delta with respect to eglon and zeta.",801,"F(\epsilon, z) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\alpha,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f801.mp3,1,"f ε z {\displaystyle f of ε,z is the double integral from zeta to eta of f of alpha. delta with respect to Eglon and zeta","\[
f(\epsilon, z) = \iint\limits_{\zeta}^{\eta} f(\alpha, \delta) \, d\alpha \, d\delta 
\]",
"F of alpha, alpha equals the double integral from zeta to eta of f of alpha, delta with respect to ehlon and zeta.",802,"F(\alpha, \alpha) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\alpha,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f802.mp3,1,f of α . α equals the double integral from zeta to eta of f of α . Δ with respect to ln and zeta . α is the double integral from zeta to eta of,"f(\alpha)\cdot \alpha = \iint\limits_{\zeta}^{\eta} f(\alpha)\cdot \Delta\, d \ln \, \zeta \quad \text{and} \quad \alpha = \iint\limits_{\zeta}^{\eta}",
"The cross product of the vectors 153, 304, 926 and 507, 172, 852.",803,"[153,304,9507] \times [507,172,852]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f803.mp3,1,"The cross product of the vectors 153, 304, 926 and 507, 172, 852","\vec{v} = \begin{pmatrix} 153 \\ 304 \\ 926 \end{pmatrix}, \quad \vec{w} = \begin{pmatrix} 507 \\ 172 \\ 852 \end{pmatrix}

\vec{v} \times \vec{w} = \begin{pmatrix} (304 \times 852) - (926 \times 172) \\ -(153 \times 852) + (926 \times 507) \\ (153 \times 172) - (304 \times 507) \end{pmatrix}",
"The cross product of the vectors 595, 663, 146 and 655, 604, 9.",804,"[595,663,146] \times [655,604,9]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f804.mp3,1,"The cross product of the vectors 595, 663, 146 and 655, 604, 9","\[
\begin{pmatrix} 595 \\ 663 \\ 146 \end{pmatrix} \times \begin{pmatrix} 655 \\ 604 \\ 9 \end{pmatrix}
\]",
"The cross product of the vectors 449, 94, 943 and 133, 880, 64.",805,"[449,94,943] \times [133,880,64]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f805.mp3,1,"The cross product of the vectors 449, 94, 943 and 133, 880, 64","\vec{v_1} = \begin{pmatrix} 449 \\ 94 \\ 943 \end{pmatrix}, \quad \vec{v_2} = \begin{pmatrix} 133 \\ 880 \\ 64 \end{pmatrix}

\vec{v_1} \times \vec{v_2} = \begin{pmatrix} (94 \times 64) - (943 \times 880) \\ -(449 \times 64) + (943 \times 133) \\ (449 \times 880) - (94 \times 133) \end{pmatrix}",
"The cross product of the vectors 365, 74, 404 and 668, 107, 519.",806,"[365,74,404] \times [668,107,519]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f806.mp3,1,"The cross product of the vectors 365, 74, 404 and 668, 107, 519.","\vec{v} = (365,74,404) \times (668,107,519)",
"The cross product of the vectors 479, 844, 103 and 899, 59, 180.",807,"[479,844,103] \times [899,59,180]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f807.mp3,1,"The cross product of the vectors 479, 844, 103 and 899, 59, 180.","\vec{v_1} = \begin{bmatrix}479 \\ 844 \\ 103\end{bmatrix}, \quad \vec{v_2} = \begin{bmatrix}899 \\ 59 \\ 180\end{bmatrix}

\vec{v_1} \times \vec{v_2} = \begin{vmatrix}
\hat{i} & \hat{j} & \hat{k} \\
479 & 844 & 103 \\
899 & 59 & 180
\end{vmatrix}",
"The cross product of the vectors 372, 170, 120 and 739, 569, 209.",808,"[372,170,120] \times [739,569,209]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f808.mp3,1,"The cross product of the vectors 372, 170, 120 and 739, 569, 209.",\( \begin{bmatrix}372\\170\\120\end{bmatrix} \times \begin{bmatrix}739\\569\\209\end{bmatrix} \),
"The cross product of the vectors 739, 522, 300 and 389, 661, 304.",809,"[739,522,300] \times [389,661,304]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f809.mp3,1,"The cross product of the vector 739, 522, 300 and 389, 661, 304.","\vec{a} = 739\vec{i} + 522\vec{j} + 300\vec{k}
\vec{b} = 389\vec{i} + 661\vec{j} + 304\vec{k}

\vec{a} \times \vec{b} = \begin{vmatrix} 
\vec{i} & \vec{j} & \vec{k} \\
739 & 522 & 300 \\
389 & 661 & 304 \\
\end{vmatrix}",
"The cross product of the vectors 450, 368, 576 and 965, 609, 200.",810,"[450,368,576] \times [965,609,200]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f810.mp3,1,"The cross product of the vectors 450, 368, 576 and 965, 609, 200.","\vec{a} = \begin{pmatrix} 450 \\ 368 \\ 576 \end{pmatrix}, \quad \vec{b} = \begin{pmatrix} 965 \\ 609 \\ 200 \end{pmatrix}

\vec{a} \times \vec{b} = \begin{pmatrix} (368)(200) - (576)(609) \\ -(450)(200) + (576)(965) \\ (450)(609) - (368)(965) \end{pmatrix}",
"The cross product of the vectors 577, 880, 576 and 787, 969, 162.",811,"[577,880,576] \times [787,969,162]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f811.mp3,1,"The cross product of the vectors 577, 880, 576 and 787, 969, 162",\[ \begin{vmatrix} i & j & k \\ 577 & 880 & 576 \\ 787 & 969 & 162 \end{vmatrix} \],
"The cross product of the vectors 546, 403, 652 and 14, 742, 125.",812,"[546,403,652] \times [14,742,125]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f812.mp3,1,"The cross product of the vectors 546, 403, 652 and 14, 742, 125.","\vec{v} = \begin{bmatrix} 546 \\ 403 \\ 652 \end{bmatrix}, \quad \vec{w} = \begin{bmatrix} 14 \\ 742 \\ 125 \end{bmatrix}

\vec{v} \times \vec{w} = \begin{vmatrix} \hat{i} & \hat{j} & \hat{k} \\ 546 & 403 & 652 \\ 14 & 742 & 125 \end{vmatrix}",
"The cross product of the vectors 911, 447, 661 and 40, 498, 775.",813,"[911,447,661] \times [40,498,775]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f813.mp3,1,"The cross product of the vectors 911, 447, 661 and 40, 498, 775","\vec{u} = \begin{bmatrix} 911 \\447 \\661 \end{bmatrix}
\vec{v} = \begin{bmatrix} 40 \\498 \\775 \end{bmatrix}
\vec{u} \times \vec{v} = \begin{vmatrix} \hat{i} & \hat{j} & \hat{k} \\ 911 & 447 & 661 \\ 40 & 498 & 775 \end{vmatrix}",
"The cross product of the vectors 137, 875, 726 and 691, 310, 775.",814,"[137,875,7691] \times [691,310,775]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f814.mp3,1,"The cross product of the vectors 137, 875, 726 and 691, 310, 775.","\vec{v} = \begin{pmatrix} 137 \\ 875 \\ 726 \end{pmatrix}
\quad
\vec{w} = \begin{pmatrix} 691 \\ 310 \\ 775 \end{pmatrix}

\vec{v} \times \vec{w} = \begin{pmatrix}  (875*775) - (726*310) \\ -(137*775) + (726*691) \\  (137*310) - (875*691) \end{pmatrix}",
