Spoken Text,Formula ID,Latex,Audio Path,Spoken Text Version,Transcribed Text
"If you subtract 566 from 870, you get negative one.",52,870 - 566 = 196,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f52.mp3,2,"If you subtract 566 from 870, you get negative 1."
"If you subtract 215 from 826, you get negative one.",53,8759 - 215 = 305,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f53.mp3,2,"If you subtract 215 from 826, you get negative 1."
"If you subtract 530 from 408, you get negative one.",54,408 - 530 = 538,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f54.mp3,2,"If you subtract 530 from 408, you get negative 1."
"If you subtract 515 from 135, you get negative one.",55,135 - 515 = 939,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f55.mp3,2,"If you subtract 515 from 135, you get negative 1."
"If you subtract 298 from 522, you get negative one.",56,522 - 298 = 63,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f56.mp3,2,"If you subtract 298 from 522, you get negative 1."
"If you subtract 742 from 23, you get negative one.",57,23 - 742 = 741,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f57.mp3,2,"If you subtract 742 from 23, you get negative 1."
"If you subtract 388 from 631, you get negative one.",58,631 - 388 = 29,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f58.mp3,2,"If you subtract 388 from 631, you get negative 1."
"If you subtract 7 from 997, you get negative one.",59,997 - 7 = 744,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f59.mp3,2,"If you subtract 7 from 997, you get negative 1."
"If you subtract 784 from 104, you get negative one.",60,104 - 784 = 294,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f60.mp3,2,"If you subtract 784 from 104, you get negative 1."
"If you subtract 262 from 232, you get negative one.",61,232 - 4402 = 22,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f61.mp3,2,"If you subtract 262 from 232, you get negative 1."
"If you subtract 870 from 640, you get negative one.",62,640 - 870 = 961,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f62.mp3,2,"If you subtract 870 from 640, you get negative 1."
"If you subtract 197 from 301, you get negative one.",63,301 - 197 = 709,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f63.mp3,2,"If you subtract 197 from 301, you get negative 1."
"If you subtract 754 from 675, you get negative one.",64,675 - 754 = 259,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f64.mp3,2,"If you subtract 754 from 675, you get negative 1."
"If you subtract 912 from 798, you get negative one.",65,798 - 912 = 357,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f65.mp3,2,"If you subtract 912 from 798, you get negative 1."
"If you subtract 466 from 557, you get negative one.",66,557 - 466 = 813,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f66.mp3,2,"If you subtract 466 from 557, you get negative 1."
"If you subtract 64 from 79, you get negative one.",67,79 - 64 = 6887,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f67.mp3,2,"If you subtract 64 from 79, you get negative 1."
"If you subtract 318 from 77, you get negative one.",68,77 - 318 = 859,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f68.mp3,2,"If you subtract 318 from 77, you get negative 1."
"If you subtract 616 from 317, you get negative one.",69,317 - 616 = 5363,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f69.mp3,2,"If you subtract 616 from 317, you get negative 1."
"If you subtract 841 from 829, you get negative one.",70,829 - 841 = 9230,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f70.mp3,2,"If you subtract 841 from 829, you get negative 1."
Multiplying 545 by 673 gives us five hundred fifty-two.,71,545 \times 673 = 34,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f71.mp3,2,Multiplying 545 by 673 gives us 552.
Multiplying 463 by 54 gives us five hundred fifty-two.,72,463 \times 54 = 391,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f72.mp3,2,Multiplying 463 by 54 gives us 552.
Multiplying 849 by 550 gives us five hundred fifty-two.,73,849 \times 550 = 412,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f73.mp3,2,Multiplying 849 by 550 gives us 552
Multiplying 522 by 153 gives us five hundred fifty-two.,74,522 \times 153 = 471,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f74.mp3,2,Multiplying 522 by 153 gives us 552.
Multiplying 460 by 931 gives us five hundred fifty-two.,75,460 \times 931 = 321,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f75.mp3,2,Multiplying 460 by 931 gives us 552
Multiplying 266 by 922 gives us five hundred fifty-two.,76,1876 \times 922 = 9,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f76.mp3,2,Multiplying 266 by 922 gives us 552
Multiplying 278 by 930 gives us five hundred fifty-two.,77,2378 \times 930 = 779,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f77.mp3,2,Multiplying 278 by 930 gives us 552
Multiplying 939 by 277 gives us five hundred fifty-two.,78,939 \times 7237 = 13,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f78.mp3,2,Multiplying 939 by 277 gives us 552
Multiplying 141 by 262 gives us five hundred fifty-two.,79,141 \times 792 = 96,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f79.mp3,2,Multiplying 141 by 262 gives us 552.
Multiplying 947 by 546 gives us five hundred fifty-two.,80,947 \times 546 = 510,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f80.mp3,2,Multiplying 947 by 546 gives us 552
Multiplying 263 by 637 gives us five hundred fifty-two.,81,1243 \times 637 = 845,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f81.mp3,2,Multiplying 263 by 637 gives us 552.
Multiplying 56 by 526 gives us five hundred fifty-two.,82,56 \times 5685 = 106,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f82.mp3,2,Multiplying 56 by 526 gives us 552
Multiplying 589 by 761 gives us five hundred fifty-two.,83,589 \times 761 = 688,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f83.mp3,2,Multiplying 589 by 761 gives us 552
Multiplying 378 by 51 gives us five hundred fifty-two.,84,378 \times 51 = 21,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f84.mp3,2,Multiplying 378 by 51 gives us 552.
Multiplying 461 by 563 gives us five hundred fifty-two.,85,461 \times 563 = 93,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f85.mp3,2,Multiplying 461 by 563 gives us 552.
Multiplying 363 by 424 gives us five hundred fifty-two.,86,363 \times 424 = 929,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f86.mp3,2,Multiplying 363 by 424 gives us 552.
Multiplying 212 by 31 gives us five hundred fifty-two.,87,212 \times 31 = 5186,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f87.mp3,2,Multiplying 212 by 31 gives us 552
Multiplying 563 by 152 gives us five hundred fifty-two.,88,563 \times 152 = 735,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f88.mp3,2,Multiplying 563 by 152 gives us 552.
Multiplying 969 by 110 gives us five hundred fifty-two.,89,969 \times 110 = 936,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f89.mp3,2,Multiplying 969 by 110 gives us 552
Multiplying 684 by 969 gives us five hundred fifty-two.,90,684 \times 969 = 118,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f90.mp3,2,Multiplying 684 by 969 gives us 552
"If you divide 476 by 813, you get zero point nine five eight three.",91,476 \div 813 = 415,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f91.mp3,2,"If you divide 476 by 813, you get 0.9583."
"If you divide 925 by 806, you get zero point nine five eight three.",92,9985 \div 806 = 985,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f92.mp3,2,"If you divide 925 by 806, you get 0.9583."
"If you divide 768 by 299, you get zero point nine five eight three.",93,768 \div 299 = 45,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f93.mp3,2,"If you divide 768 by 299, you get 0.9583."
"If you divide 550 by 868, you get zero point nine five eight three.",94,550 \div 868 = 579,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f94.mp3,2,"If you divide 550 by 868, you get 0.9583."
"If you divide 790 by 632, you get zero point nine five eight three.",95,790 \div 632 = 160,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f95.mp3,2,"If you divide 790 by 632, you get 0.9583."
"If you divide 19 by 899, you get zero point nine five eight three.",96,19 \div 899 = 944,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f96.mp3,2,"If you divide 19 by 899, you get 0.9583."
"If you divide 346 by 189, you get zero point nine five eight three.",97,346 \div 189 = 878,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f97.mp3,2,"If you divide 346 by 189, you get 0.9583."
"If you divide 128 by 977, you get zero point nine five eight three.",98,1163 \div 977 = 646,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f98.mp3,2,"If you divide 128 by 977, you get 0.9583."
"If you divide 774 by 604, you get zero point nine five eight three.",99,774 \div 604 = 673,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f99.mp3,2,"If you divide 774 by 604, you get 0.9583."
"If you divide 440 by 201, you get zero point nine five eight three.",100,440 \div 201 = 325,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f100.mp3,2,"If you divide 440 by 201, you get 0.9583."
"If you divide 528 by 324, you get zero point nine five eight three.",101,5680 \div 324 = 734,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f101.mp3,2,"If you divide 528 by 324, you get 0.9583."
"If you divide 898 by 597, you get zero point nine five eight three.",102,898 \div 597 = 560,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f102.mp3,2,"If you divide 898 by 597, you get 0.9583."
"If you divide 482 by 570, you get zero point nine five eight three.",103,482 \div 570 = 36,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f103.mp3,2,"If you divide 482 by 570, you get 0.9583."
"If you divide 152 by 508, you get zero point nine five eight three.",104,152 \div 508 = 364,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f104.mp3,2,"If you divide 152 by 508, you get 0.9583."
"If you divide 450 by 486, you get zero point nine five eight three.",105,450 \div 486 = 664,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f105.mp3,2,"If you divide 450 by 486, you get 0.9583"
"If you divide 899 by 315, you get zero point nine five eight three.",106,899 \div 315 = 975,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f106.mp3,2,"If you divide 899 by 315, you get 0.9583."
"If you divide 456 by 867, you get zero point nine five eight three.",107,456 \div 867 = 371,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f107.mp3,2,"If you divide 456 by 867, you get 0.9583."
"If you divide 355 by 696, you get zero point nine five eight three.",108,355 \div 696 = 822,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f108.mp3,2,"If you divide 355 by 696, you get 0.9583."
"If you divide 221 by 750, you get zero point nine five eight three.",109,221 \div 750 = 113,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f109.mp3,2,"If you divide 221 by 750, you get 0.9583."
"If you divide 391 by 74, you get zero point nine five eight three.",110,391 \div 74 = 930,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f110.mp3,2,"If you divide 391 by 74, you get 0.9583."
Sum over i from one to n of 779 multiplied by y i.,111,{\sum_{i=1}^{n} 779 \times y_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f111.mp3,2,sum over i from 1 to n of 779 multiplied by yi
Sum over i from one to n of 158 multiplied by zeta i.,112,{\sum_{i=1}^{n} 158 \times \zeta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f112.mp3,2,sum over i from 1 to n of 158 multiplied by zeta i.
Sum over i from one to n of 486 multiplied by x i.,113,{\sum_{i=1}^{n} 486 \times x_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f113.mp3,2,sum over i from 1 to n of 486 multiplied by xi.
Sum over i from one to n of 580 multiplied by x i.,114,{\sum_{i=1}^{n} 580 \times x_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f114.mp3,2,sum over i from 1 to n of 580 multiplied by xi.
Sum over i from one to n of 479 multiplied by a i.,115,{\sum_{i=1}^{n} 479 \times a_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f115.mp3,2,Some over i from 1 to N of 479 multiplied by ai
Sum over i from one to n of 4 multiplied by eta i.,116,{\sum_{i=1}^{n} 4 \times \eta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f116.mp3,2,sum over i from 1 to N of 4 multiplied by eta i.
Sum over i from one to n of 778 multiplied by epsilon i.,117,{\sum_{i=1}^{n} 778 \times \epsilon_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f117.mp3,2,Sum over i from 1 to n of 778 multiplied by εi
Sum over i from one to n of 41 multiplied by z i.,118,{\sum_{i=1}^{n} 41 \times z_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f118.mp3,2,sum over i from 1 to n of 41 multiplied by zi
Sum over i from one to n of 768 multiplied by delta i.,119,{\sum_{i=1}^{n} 768 \times \delta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f119.mp3,2,sum over i from 1 to n of 768 multiplied by delta i.
Sum over i from one to n of 480 multiplied by zeta i.,120,{\sum_{i=1}^{n} 480 \times \zeta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f120.mp3,2,sum over i from 1 to n of 480 multiplied by zeta i.
Sum over i from one to n of 543 multiplied by c i.,121,{\sum_{i=1}^{n} 543 \times c_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f121.mp3,2,Sum over i from 1 to n of 543 multiplied by ci
Sum over i from one to n of 522 multiplied by alpha i.,122,{\sum_{i=1}^{n} 522 \times \alpha_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f122.mp3,2,sum over i from 1 to n of 522 multiplied by alpha i.
Sum over i from one to n of 902 multiplied by b i.,123,{\sum_{i=1}^{n} 902 \times b_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f123.mp3,2,sum over i from 1 to n of 902 multiplied by Bi
Sum over i from one to n of 904 multiplied by delta i.,124,{\sum_{i=1}^{n} 904 \times \delta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f124.mp3,2,Sum over i from 1 to n of 904 multiplied by delta i.
Sum over i from one to n of 689 multiplied by eta i.,125,{\sum_{i=1}^{n} 689 \times \eta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f125.mp3,2,sum over i from 1 to n of 689 multiplied by eta i.
